Filename,Prediction
3a7458a237d5d457c88ff8ebacb73481.jpg,real
63b3f3fd3a255d3ff49ad52ac7f34453.jpg,fake
65093b60262226d52221d4fa17f614cc.jpg,fake
9ee7256d99e720cbb653b6a536871307.jpg,fake
e20d2f9863e74bbd0fdbc4c3e38f092b.jpg,real
b34c1316908f642b0dc4829c5da8581d.jpg,fake
c7ef8f944a2d083720bdedd684b3221c.jpg,fake
ddcb4162966763888da3da4cac74f377.jpg,real
7ffb9ca4c698d52a51c431c4a207b854.jpg,real
602286eaf219877afe403db5df50e540.jpg,fake
c446eb17719917b6b759cbbd1b16c06b.jpg,fake
c0c93125224cf70c14483b649abfd895.jpg,real
addf706dfc5dc29ddeb0229e91bcc0e9.jpg,fake
4592f8cefe0d688bdb9929a4e9fe9b13.jpg,fake
7cf09e694a50b0c6e5a866f95fa74316.jpg,fake
5de6008b0c996289f00a13b0dc18759c.jpg,fake
b128b0b07008cc573ee633e72e058501.jpg,fake
31fda4d9bd4774103c7805f76005dc38.jpg,fake
930da748d991768b61dfcbaef559e8f7.jpg,real
b9cf341a5d4c58d3e9a1f07cbe9facd2.jpg,real
b7c889eda832e2b049f2c7a0280c3f0f.jpg,fake
e9cb3232f6309c9badc08e20b13572c0.jpg,fake
ea8e8c2bd3fc5fea9a46215cc1981153.jpg,fake
6f44a51580281a9e12dcb8c0206b5cb4.jpg,real
a807ef7f4a7cbc379c94b11960a00b9c.jpg,fake
34c44fa34fd746cbb2e8314d52c9815c.jpg,fake
a3a4e4a8ceff0c3214769466f4ec8014.jpg,fake
76bff79c1f1a7f9c8e1beaef07074833.jpg,fake
431c206342b4f851ddb58cd193c1402f.jpg,fake
8fc1a6aa9050ed5d8677dd90f936c8ae.jpg,fake
7044ee2103fdceeec89aea26ac72ad01.jpg,fake
1b32955f09ba972b58208d184207ffa2.jpg,real
5efe2bc65090d30dcebbb9e652ada610.jpg,fake
0b5b5097501cc8a0ca57bc2854f205c6.jpg,fake
98d15f377735a9feb56d6c4e1b0df0f5.jpg,fake
82f350be5079978862ea544739e76aff.jpg,fake
d06bdbf0cba1f816858b498f8ddaac2d.jpg,fake
887af66708901ca419dbd7c103e3e034.jpg,fake
79fc11e005c82654e12ffdb7463d1fdc.jpg,real
96880bb7025e0d3a987ff99ad894fff1.jpg,fake
76fd80d688d7ab44a8d786231132f7be.jpg,real
0432b6643f93b8107d34296d2975cc20.jpg,real
75ea9460fe2b68b225bcd52435e4c65a.jpg,fake
ac15d2d0d0155cd11d12c7549f2d020d.jpg,fake
1b5aaeb089854a8d653b0ffd51038493.jpg,fake
94a53bec88b6dbd3dfccfc1291c081e5.jpg,real
c8c2a7ddd87d3249ad2868c9b5c3fc63.jpg,fake
f8b83468e85dda39cde271271927bbcd.jpg,fake
cef4a10c58eef4a795720a6d18b5406e.jpg,fake
bb7b74af2d71927b16f4d9e22eb68b1a.jpg,fake
f8e6cc8736b175ac5d3a5c24eea7be21.jpg,fake
55d3ff21572215e32aaae39be71a07c3.jpg,fake
f97135dcaa80b929f0786cf7261d34ff.jpg,fake
f29a38c46c2bbad23cb3e71a4783e595.jpg,real
61d190a18e4292ca420359e46b51b30e.jpg,fake
4d7f4d39e4b3287e8e398623dbd061f1.jpg,fake
1b6440e869718b2e124bddb2b199b6de.jpg,real
e92f4a249b4ace4eec46bbc9392371ca.jpg,fake
67cbc8aa4933dc4ba8d9f87c20b0c53e.jpg,fake
a4131b2031bb6ee19dd187ff43621d7b.jpg,fake
7990d507016b79bdddc1b9f226fc5d79.jpg,fake
9e117f904d1332ff4d2168e7cea7d410.jpg,fake
233110a9c05e4b6375d6c96f4f7d3dc4.jpg,real
828fd78b7223e7730d0442f87fc01c79.jpg,fake
b6f1d5d4ef20ad374a6cf7d9643a2e71.jpg,fake
8922e3e00d51ecb52cccdd2acfbcf2b8.jpg,fake
05f71c86933f8f495b1f922f65e729c7.jpg,fake
2beb60e4babbabce1e68e39a51f09cc4.jpg,real
90c591acb82dc53af0d5c81be3448845.jpg,fake
af04d7cd69d01605954f92b1823b4921.jpg,fake
862a56a3cb094975a3fc1b39d02ece56.jpg,fake
53e9d88763af97dab339d2ecc6d21822.jpg,fake
7f7ca44c4f7690b3b6ab8ebe965d6a7d.jpg,fake
80b4e488ab7232b668db4932e400f19b.jpg,fake
2633d38390e69ce80a9e2de0e1043715.jpg,fake
059bcd469e0e9bd8a8f95e3ac6b6246c.jpg,fake
5ea154d695c957dc585d8e7222b72b71.jpg,fake
d54ed33fc74735d63f54b3b058b8b501.jpg,fake
633a0cd9a44f3bc5c04d4e86777e98f5.jpg,fake
bf1cb8c2e961345038e327c52a8eeee2.jpg,fake
cd3eb44b407b0161b14a0ed35d901460.jpg,fake
af3af3115a6c42a26b931a25ed64a837.jpg,fake
c787f276db578214ee67de4d2db9c9d9.jpg,fake
edd17184547904ac7e895216d580197a.jpg,fake
e5125706987db0369623994cf39ca3ad.jpg,fake
e02dd8009612302c96329bf9a9582630.jpg,fake
86b976a67b65fa92c37203947b9bab7a.jpg,fake
07dde51797cd8fd1041db7658f3644c7.jpg,fake
26948304e52d4a250b74654a2a213803.jpg,fake
f2e29e86383bbbbd400d85fcca2142a0.jpg,fake
df684196583c5e879ca335ae17e88581.jpg,fake
